millis,stamp,datetime,light,temp,vcc
998, 1455711764, "2016/2/17 12:22:44", 579, 69.62, 1.95
1999, 1455711765, "2016/2/17 12:22:45", 577, 69.04, 1.95
2999, 1455711766, "2016/2/17 12:22:46", 575, 69.04, 1.96
3999, 1455711767, "2016/2/17 12:22:47", 575, 69.04, 1.96
5000, 1455711768, "2016/2/17 12:22:48", 574, 69.04, 1.96
5999, 1455711769, "2016/2/17 12:22:49", 575, 69.04, 1.96
7000, 1455711770, "2016/2/17 12:22:50", 575, 69.04, 1.96
7999, 1455711771, "2016/2/17 12:22:51", 575, 69.04, 1.96
8999, 1455711772, "2016/2/17 12:22:52", 575, 69.04, 1.96
9999, 1455711773, "2016/2/17 12:22:53", 575, 69.04, 1.96
10998, 1455711774, "2016/2/17 12:22:54", 575, 69.04, 1.96
12000, 1455711775, "2016/2/17 12:22:55", 575, 68.46, 1.96
12999, 1455711776, "2016/2/17 12:22:56", 575, 69.04, 1.96
14000, 1455711777, "2016/2/17 12:22:57", 575, 69.04, 1.96
14999, 1455711778, "2016/2/17 12:22:58", 574, 68.46, 1.96
16000, 1455711779, "2016/2/17 12:22:59", 575, 69.04, 1.96
16999, 1455711780, "2016/2/17 12:23:0", 575, 69.04, 1.96
17999, 1455711781, "2016/2/17 12:23:1", 574, 69.04, 1.96
18999, 1455711782, "2016/2/17 12:23:2", 574, 69.04, 1.96
19999, 1455711783, "2016/2/17 12:23:3", 574, 69.04, 1.96
20999, 1455711784, "2016/2/17 12:23:4", 574, 69.04, 1.96
21999, 1455711785, "2016/2/17 12:23:5", 574, 69.04, 1.96
23000, 1455711786, "2016/2/17 12:23:6", 574, 68.46, 1.96
23999, 1455711787, "2016/2/17 12:23:7", 574, 69.04, 1.96
24999, 1455711788, "2016/2/17 12:23:8", 574, 68.46, 1.96
25999, 1455711789, "2016/2/17 12:23:9", 574, 69.04, 1.96
26999, 1455711790, "2016/2/17 12:23:10", 575, 69.04, 1.96
27999, 1455711791, "2016/2/17 12:23:11", 575, 69.04, 1.96
28999, 1455711792, "2016/2/17 12:23:12", 574, 69.04, 1.96
30000, 1455711793, "2016/2/17 12:23:13", 575, 69.04, 1.96
30999, 1455711794, "2016/2/17 12:23:14", 580, 69.62, 1.94
32000, 1455711795, "2016/2/17 12:23:15", 579, 69.62, 1.95
32999, 1455711796, "2016/2/17 12:23:16", 579, 69.62, 1.95
33999, 1455711797, "2016/2/17 12:23:17", 579, 69.62, 1.95
34999, 1455711798, "2016/2/17 12:23:18", 579, 69.62, 1.95
35998, 1455711799, "2016/2/17 12:23:19", 579, 69.62, 1.95
37000, 1455711800, "2016/2/17 12:23:20", 579, 69.04, 1.95
37999, 1455711801, "2016/2/17 12:23:21", 579, 69.62, 1.95
39000, 1455711802, "2016/2/17 12:23:22", 579, 69.62, 1.95
39999, 1455711803, "2016/2/17 12:23:23", 578, 69.62, 1.95
40999, 1455711804, "2016/2/17 12:23:24", 579, 69.62, 1.95
42000, 1455711805, "2016/2/17 12:23:25", 578, 69.62, 1.95
42999, 1455711806, "2016/2/17 12:23:26", 578, 69.62, 1.95
43999, 1455711807, "2016/2/17 12:23:27", 578, 69.62, 1.95
44999, 1455711808, "2016/2/17 12:23:28", 578, 69.62, 1.95
45999, 1455711809, "2016/2/17 12:23:29", 578, 69.62, 1.95
46999, 1455711810, "2016/2/17 12:23:30", 578, 69.62, 1.95
48000, 1455711811, "2016/2/17 12:23:31", 578, 69.62, 1.95
48999, 1455711812, "2016/2/17 12:23:32", 578, 69.62, 1.95
49999, 1455711813, "2016/2/17 12:23:33", 578, 69.62, 1.95
50999, 1455711814, "2016/2/17 12:23:34", 578, 69.62, 1.95
51999, 1455711815, "2016/2/17 12:23:35", 578, 69.62, 1.95
52999, 1455711816, "2016/2/17 12:23:36", 578, 69.62, 1.95
53998, 1455711817, "2016/2/17 12:23:37", 578, 69.62, 1.95
55000, 1455711818, "2016/2/17 12:23:38", 578, 69.62, 1.95
55999, 1455711819, "2016/2/17 12:23:39", 578, 69.62, 1.95
56999, 1455711820, "2016/2/17 12:23:40", 578, 69.62, 1.95
57999, 1455711821, "2016/2/17 12:23:41", 578, 69.62, 1.95
58999, 1455711822, "2016/2/17 12:23:42", 577, 69.62, 1.95
59999, 1455711823, "2016/2/17 12:23:43", 577, 69.62, 1.95
60999, 1455711824, "2016/2/17 12:23:44", 578, 69.62, 1.95
61999, 1455711825, "2016/2/17 12:23:45", 578, 69.62, 1.95
62998, 1455711826, "2016/2/17 12:23:46", 577, 69.62, 1.95
64000, 1455711827, "2016/2/17 12:23:47", 577, 70.20, 1.95
64999, 1455711828, "2016/2/17 12:23:48", 577, 69.62, 1.95
65999, 1455711829, "2016/2/17 12:23:49", 577, 69.62, 1.95
66999, 1455711830, "2016/2/17 12:23:50", 577, 69.62, 1.95
67999, 1455711831, "2016/2/17 12:23:51", 577, 69.62, 1.95
69000, 1455711832, "2016/2/17 12:23:52", 577, 69.62, 1.95
69998, 1455711833, "2016/2/17 12:23:53", 577, 69.62, 1.95
71000, 1455711834, "2016/2/17 12:23:54", 577, 69.62, 1.95
71999, 1455711835, "2016/2/17 12:23:55", 577, 69.62, 1.95
72998, 1455711836, "2016/2/17 12:23:56", 577, 70.20, 1.95
73998, 1455711837, "2016/2/17 12:23:57", 577, 69.62, 1.96
74998, 1455711838, "2016/2/17 12:23:58", 577, 69.62, 1.95
75999, 1455711839, "2016/2/17 12:23:59", 577, 69.62, 1.95
76999, 1455711840, "2016/2/17 12:24:0", 577, 69.62, 1.95
78000, 1455711841, "2016/2/17 12:24:1", 576, 69.62, 1.95
78999, 1455711842, "2016/2/17 12:24:2", 577, 69.62, 1.96
80000, 1455711843, "2016/2/17 12:24:3", 576, 69.62, 1.96
80998, 1455711844, "2016/2/17 12:24:4", 576, 69.62, 1.95
81999, 1455711845, "2016/2/17 12:24:5", 577, 69.62, 1.95
82999, 1455711846, "2016/2/17 12:24:6", 574, 69.62, 1.96
83999, 1455711847, "2016/2/17 12:24:7", 573, 69.62, 1.97
85000, 1455711848, "2016/2/17 12:24:8", 573, 69.62, 1.97
85999, 1455711849, "2016/2/17 12:24:9", 574, 69.62, 1.96
87000, 1455711850, "2016/2/17 12:24:10", 573, 69.62, 1.97
88000, 1455711851, "2016/2/17 12:24:11", 573, 69.62, 1.97
88999, 1455711852, "2016/2/17 12:24:12", 573, 69.62, 1.97
89998, 1455711853, "2016/2/17 12:24:13", 573, 69.62, 1.97
90999, 1455711854, "2016/2/17 12:24:14", 573, 69.62, 1.97
91999, 1455711855, "2016/2/17 12:24:15", 573, 69.62, 1.97
92999, 1455711856, "2016/2/17 12:24:16", 573, 69.62, 1.97
94000, 1455711857, "2016/2/17 12:24:17", 573, 69.62, 1.97
94999, 1455711858, "2016/2/17 12:24:18", 575, 69.62, 1.96
96000, 1455711859, "2016/2/17 12:24:19", 575, 69.62, 1.96
96999, 1455711860, "2016/2/17 12:24:20", 572, 69.62, 1.97
97999, 1455711861, "2016/2/17 12:24:21", 573, 69.04, 1.97
98999, 1455711862, "2016/2/17 12:24:22", 571, 69.04, 1.97
99999, 1455711863, "2016/2/17 12:24:23", 572, 69.04, 1.97
101000, 1455711864, "2016/2/17 12:24:24", 574, 69.62, 1.96
101999, 1455711865, "2016/2/17 12:24:25", 574, 69.62, 1.96
103000, 1455711866, "2016/2/17 12:24:26", 574, 69.62, 1.96
103999, 1455711867, "2016/2/17 12:24:27", 573, 69.62, 1.97
104999, 1455711868, "2016/2/17 12:24:28", 572, 69.04, 1.97
105999, 1455711869, "2016/2/17 12:24:29", 572, 69.62, 1.97
106999, 1455711870, "2016/2/17 12:24:30", 574, 69.62, 1.97
107999, 1455711871, "2016/2/17 12:24:31", 574, 69.62, 1.96
108999, 1455711872, "2016/2/17 12:24:32", 574, 69.62, 1.96
110000, 1455711873, "2016/2/17 12:24:33", 573, 69.62, 1.96
110999, 1455711874, "2016/2/17 12:24:34", 574, 69.62, 1.96
112000, 1455711875, "2016/2/17 12:24:35", 573, 69.62, 1.97
112999, 1455711876, "2016/2/17 12:24:36", 573, 69.62, 1.97
113999, 1455711877, "2016/2/17 12:24:37", 573, 69.62, 1.97
114999, 1455711878, "2016/2/17 12:24:38", 573, 69.62, 1.97
115998, 1455711879, "2016/2/17 12:24:39", 573, 69.04, 1.97
117000, 1455711880, "2016/2/17 12:24:40", 573, 70.20, 1.97
117999, 1455711881, "2016/2/17 12:24:41", 573, 69.62, 1.97
118999, 1455711882, "2016/2/17 12:24:42", 573, 69.62, 1.97
119999, 1455711883, "2016/2/17 12:24:43", 572, 70.20, 1.97
120999, 1455711884, "2016/2/17 12:24:44", 572, 69.62, 1.97
121999, 1455711886, "2016/2/17 12:24:46", 572, 69.62, 1.97
122999, 1455711886, "2016/2/17 12:24:46", 572, 70.20, 1.97
123999, 1455711887, "2016/2/17 12:24:47", 571, 70.20, 1.97
124999, 1455711889, "2016/2/17 12:24:49", 571, 69.62, 1.97
126000, 1455711890, "2016/2/17 12:24:50", 573, 69.62, 1.97
126999, 1455711891, "2016/2/17 12:24:51", 571, 69.62, 1.97
127998, 1455711892, "2016/2/17 12:24:52", 570, 69.62, 1.98
128999, 1455711893, "2016/2/17 12:24:53", 572, 69.04, 1.97
129999, 1455711894, "2016/2/17 12:24:54", 572, 69.62, 1.97
130999, 1455711895, "2016/2/17 12:24:55", 572, 69.62, 1.97
131998, 1455711896, "2016/2/17 12:24:56", 572, 69.62, 1.97
133000, 1455711897, "2016/2/17 12:24:57", 572, 69.62, 1.97
133999, 1455711898, "2016/2/17 12:24:58", 572, 69.04, 1.97
135000, 1455711899, "2016/2/17 12:24:59", 572, 69.62, 1.97
135998, 1455711900, "2016/2/17 12:25:0", 572, 69.62, 1.97
136998, 1455711901, "2016/2/17 12:25:1", 572, 69.62, 1.97
137999, 1455711902, "2016/2/17 12:25:2", 572, 69.62, 1.97
138999, 1455711903, "2016/2/17 12:25:3", 572, 69.62, 1.97
139999, 1455711904, "2016/2/17 12:25:4", 572, 69.62, 1.97
140998, 1455711905, "2016/2/17 12:25:5", 572, 69.62, 1.97
142000, 1455711906, "2016/2/17 12:25:6", 572, 69.62, 1.97
142999, 1455711907, "2016/2/17 12:25:7", 571, 69.62, 1.97
143998, 1455711908, "2016/2/17 12:25:8", 571, 69.62, 1.97
144999, 1455711909, "2016/2/17 12:25:9", 571, 69.62, 1.97
145999, 1455711910, "2016/2/17 12:25:10", 571, 69.04, 1.97
146999, 1455711911, "2016/2/17 12:25:11", 571, 69.62, 1.97
147999, 1455711912, "2016/2/17 12:25:12", 571, 69.62, 1.97
148999, 1455711913, "2016/2/17 12:25:13", 571, 69.62, 1.97
149999, 1455711914, "2016/2/17 12:25:14", 571, 69.62, 1.97
150999, 1455711915, "2016/2/17 12:25:15", 571, 69.62, 1.97
152000, 1455711916, "2016/2/17 12:25:16", 571, 69.62, 1.97
152998, 1455711917, "2016/2/17 12:25:17", 571, 69.62, 1.97
153999, 1455711918, "2016/2/17 12:25:18", 571, 69.04, 1.97
154999, 1455711919, "2016/2/17 12:25:19", 571, 69.62, 1.97
155999, 1455711920, "2016/2/17 12:25:20", 571, 69.04, 1.97
156999, 1455711921, "2016/2/17 12:25:21", 571, 69.62, 1.98
158000, 1455711922, "2016/2/17 12:25:22", 570, 69.62, 1.98
158999, 1455711923, "2016/2/17 12:25:23", 570, 69.04, 1.98
159998, 1455711924, "2016/2/17 12:25:24", 570, 69.62, 1.97
160999, 1455711925, "2016/2/17 12:25:25", 570, 69.62, 1.98
161999, 1455711926, "2016/2/17 12:25:26", 570, 69.62, 1.98
162999, 1455711927, "2016/2/17 12:25:27", 570, 69.62, 1.98
163999, 1455711928, "2016/2/17 12:25:28", 569, 69.62, 1.98
164999, 1455711929, "2016/2/17 12:25:29", 569, 69.04, 1.98
165998, 1455711930, "2016/2/17 12:25:30", 569, 69.62, 1.98
167000, 1455711931, "2016/2/17 12:25:31", 569, 69.62, 1.98
167999, 1455711932, "2016/2/17 12:25:32", 568, 69.04, 1.98
168999, 1455711933, "2016/2/17 12:25:33", 567, 69.62, 1.99
169999, 1455711934, "2016/2/17 12:25:34", 567, 69.62, 1.99
170999, 1455711935, "2016/2/17 12:25:35", 567, 69.62, 1.99
171999, 1455711936, "2016/2/17 12:25:36", 567, 69.62, 1.99
172999, 1455711937, "2016/2/17 12:25:37", 566, 69.62, 1.99
173999, 1455711938, "2016/2/17 12:25:38", 566, 69.62, 1.99
174999, 1455711939, "2016/2/17 12:25:39", 565, 69.62, 1.99
175998, 1455711940, "2016/2/17 12:25:40", 565, 69.62, 1.99
176998, 1455711941, "2016/2/17 12:25:41", 565, 69.62, 1.99
177998, 1455711942, "2016/2/17 12:25:42", 565, 69.62, 1.99
178998, 1455711943, "2016/2/17 12:25:43", 565, 69.62, 1.99
179999, 1455711944, "2016/2/17 12:25:44", 565, 69.62, 1.99
181000, 1455711945, "2016/2/17 12:25:45", 565, 69.62, 1.99
181999, 1455711946, "2016/2/17 12:25:46", 565, 69.62, 1.99
183000, 1455711947, "2016/2/17 12:25:47", 565, 69.62, 1.99
183998, 1455711948, "2016/2/17 12:25:48", 565, 69.62, 1.99
184999, 1455711949, "2016/2/17 12:25:49", 564, 69.62, 2.00
185999, 1455711950, "2016/2/17 12:25:50", 565, 69.62, 1.99
186999, 1455711951, "2016/2/17 12:25:51", 566, 69.62, 1.99
187999, 1455711952, "2016/2/17 12:25:52", 564, 69.62, 2.00
188999, 1455711953, "2016/2/17 12:25:53", 563, 69.62, 2.00
189999, 1455711954, "2016/2/17 12:25:54", 563, 69.62, 2.00
190999, 1455711955, "2016/2/17 12:25:55", 563, 69.62, 2.00
192000, 1455711956, "2016/2/17 12:25:56", 563, 69.62, 2.00
192998, 1455711957, "2016/2/17 12:25:57", 563, 69.62, 2.00
193999, 1455711958, "2016/2/17 12:25:58", 563, 69.62, 2.00
194999, 1455711959, "2016/2/17 12:25:59", 563, 69.62, 2.00
195999, 1455711960, "2016/2/17 12:26:0", 563, 69.62, 2.00
197000, 1455711961, "2016/2/17 12:26:1", 563, 69.62, 2.00
197998, 1455711962, "2016/2/17 12:26:2", 563, 69.62, 2.00
198999, 1455711963, "2016/2/17 12:26:3", 563, 69.62, 2.00
199999, 1455711964, "2016/2/17 12:26:4", 563, 69.62, 2.00
200998, 1455711965, "2016/2/17 12:26:5", 563, 69.62, 2.00
201999, 1455711966, "2016/2/17 12:26:6", 563, 69.62, 2.00
202999, 1455711967, "2016/2/17 12:26:7", 563, 69.62, 2.00
203998, 1455711968, "2016/2/17 12:26:8", 563, 69.62, 2.00
204998, 1455711969, "2016/2/17 12:26:9", 563, 69.62, 2.00
205999, 1455711970, "2016/2/17 12:26:10", 562, 69.62, 2.00
206999, 1455711971, "2016/2/17 12:26:11", 562, 69.62, 2.00
208000, 1455711972, "2016/2/17 12:26:12", 562, 69.62, 2.00
208999, 1455711973, "2016/2/17 12:26:13", 562, 69.62, 2.00
209999, 1455711974, "2016/2/17 12:26:14", 562, 69.62, 2.00
210999, 1455711975, "2016/2/17 12:26:15", 562, 69.62, 2.00
211998, 1455711976, "2016/2/17 12:26:16", 562, 70.20, 2.00
212999, 1455711977, "2016/2/17 12:26:17", 562, 69.62, 2.00
213999, 1455711978, "2016/2/17 12:26:18", 562, 69.62, 2.00
215000, 1455711979, "2016/2/17 12:26:19", 562, 69.62, 2.00
215999, 1455711980, "2016/2/17 12:26:20", 562, 69.62, 2.00
216999, 1455711981, "2016/2/17 12:26:21", 562, 69.62, 2.00
218000, 1455711982, "2016/2/17 12:26:22", 561, 69.62, 2.00
218999, 1455711983, "2016/2/17 12:26:23", 561, 69.62, 2.00
219999, 1455711984, "2016/2/17 12:26:24", 561, 69.62, 2.01
220999, 1455711985, "2016/2/17 12:26:25", 561, 69.62, 2.01
222000, 1455711986, "2016/2/17 12:26:26", 561, 69.62, 2.00
222999, 1455711987, "2016/2/17 12:26:27", 561, 69.62, 2.01
223998, 1455711988, "2016/2/17 12:26:28", 561, 69.62, 2.01
224999, 1455711989, "2016/2/17 12:26:29", 561, 69.62, 2.01
225998, 1455711990, "2016/2/17 12:26:30", 561, 69.62, 2.01
226999, 1455711991, "2016/2/17 12:26:31", 561, 69.62, 2.01
227999, 1455711992, "2016/2/17 12:26:32", 561, 69.62, 2.01
229000, 1455711993, "2016/2/17 12:26:33", 561, 69.62, 2.01
229999, 1455711994, "2016/2/17 12:26:34", 560, 69.62, 2.01
231000, 1455711995, "2016/2/17 12:26:35", 561, 70.20, 2.01
231999, 1455711996, "2016/2/17 12:26:36", 561, 70.20, 2.01
232999, 1455711997, "2016/2/17 12:26:37", 561, 69.62, 2.01
233999, 1455711998, "2016/2/17 12:26:38", 562, 69.62, 2.00
234999, 1455711999, "2016/2/17 12:26:39", 562, 69.62, 2.01
235999, 1455712000, "2016/2/17 12:26:40", 562, 69.62, 2.01
236999, 1455712001, "2016/2/17 12:26:41", 561, 69.62, 2.01
238000, 1455712002, "2016/2/17 12:26:42", 561, 69.62, 2.01
238999, 1455712003, "2016/2/17 12:26:43", 561, 69.62, 2.01
240000, 1455712004, "2016/2/17 12:26:44", 561, 69.62, 2.01
240999, 1455712005, "2016/2/17 12:26:45", 560, 69.62, 2.01
241999, 1455712006, "2016/2/17 12:26:46", 560, 69.62, 2.01
243000, 1455712007, "2016/2/17 12:26:47", 561, 69.62, 2.01
243999, 1455712008, "2016/2/17 12:26:48", 560, 69.62, 2.01
245000, 1455712009, "2016/2/17 12:26:49", 561, 69.62, 2.01
245999, 1455712010, "2016/2/17 12:26:50", 560, 69.62, 2.01
246999, 1455712011, "2016/2/17 12:26:51", 560, 69.62, 2.01
247999, 1455712012, "2016/2/17 12:26:52", 560, 69.62, 2.01
248999, 1455712013, "2016/2/17 12:26:53", 560, 69.62, 2.01
249999, 1455712014, "2016/2/17 12:26:54", 560, 69.62, 2.01
250999, 1455712015, "2016/2/17 12:26:55", 560, 70.20, 2.01
252000, 1455712016, "2016/2/17 12:26:56", 560, 69.62, 2.01
252999, 1455712017, "2016/2/17 12:26:57", 560, 69.62, 2.01
254000, 1455712018, "2016/2/17 12:26:58", 560, 69.62, 2.01
254999, 1455712019, "2016/2/17 12:26:59", 560, 69.62, 2.02
256000, 1455712020, "2016/2/17 12:27:0", 560, 70.20, 2.01
256999, 1455712021, "2016/2/17 12:27:1", 560, 69.62, 2.01
257999, 1455712022, "2016/2/17 12:27:2", 560, 69.62, 2.02
258999, 1455712023, "2016/2/17 12:27:3", 559, 69.62, 2.02
259998, 1455712024, "2016/2/17 12:27:4", 559, 69.62, 2.02
261000, 1455712025, "2016/2/17 12:27:5", 559, 69.62, 2.02
261999, 1455712026, "2016/2/17 12:27:6", 559, 69.62, 2.02
263000, 1455712027, "2016/2/17 12:27:7", 559, 70.20, 2.02
263999, 1455712028, "2016/2/17 12:27:8", 559, 69.62, 2.02
264999, 1455712029, "2016/2/17 12:27:9", 559, 69.62, 2.02
265999, 1455712030, "2016/2/17 12:27:10", 559, 69.62, 2.02
266999, 1455712031, "2016/2/17 12:27:11", 559, 69.62, 2.02
267999, 1455712032, "2016/2/17 12:27:12", 559, 69.62, 2.02
268999, 1455712033, "2016/2/17 12:27:13", 559, 69.62, 2.02
270000, 1455712034, "2016/2/17 12:27:14", 559, 69.62, 2.02
