millis,stamp,datetime,light,temp,vcc
998, 1455712848, "2016/2/17 12:40:48", 559, 70.20, 2.02
1999, 1455712849, "2016/2/17 12:40:49", 559, 69.62, 2.02
2999, 1455712850, "2016/2/17 12:40:50", 559, 70.20, 2.02
3998, 1455712851, "2016/2/17 12:40:51", 559, 69.62, 2.02
5000, 1455712852, "2016/2/17 12:40:52", 560, 69.62, 2.01
5999, 1455712853, "2016/2/17 12:40:53", 559, 69.62, 2.02
6999, 1455712854, "2016/2/17 12:40:54", 555, 70.20, 2.03
7999, 1455712855, "2016/2/17 12:40:55", 556, 69.62, 2.03
8999, 1455712856, "2016/2/17 12:40:56", 550, 70.20, 2.05
9999, 1455712857, "2016/2/17 12:40:57", 551, 70.20, 2.04
10999, 1455712858, "2016/2/17 12:40:58", 551, 70.20, 2.05
12000, 1455712859, "2016/2/17 12:40:59", 551, 70.20, 2.04
12999, 1455712860, "2016/2/17 12:41:0", 551, 70.20, 2.04
14000, 1455712861, "2016/2/17 12:41:1", 550, 69.62, 2.05
14999, 1455712862, "2016/2/17 12:41:2", 551, 69.62, 2.04
16000, 1455712863, "2016/2/17 12:41:3", 551, 69.62, 2.04
17000, 1455712864, "2016/2/17 12:41:4", 551, 69.62, 2.04
17998, 1455712865, "2016/2/17 12:41:5", 551, 70.20, 2.04
19000, 1455712866, "2016/2/17 12:41:6", 551, 70.20, 2.04
19998, 1455712867, "2016/2/17 12:41:7", 551, 70.20, 2.04
21000, 1455712868, "2016/2/17 12:41:8", 551, 69.62, 2.04
21999, 1455712869, "2016/2/17 12:41:9", 551, 69.62, 2.04
23000, 1455712870, "2016/2/17 12:41:10", 551, 69.62, 2.04
23998, 1455712871, "2016/2/17 12:41:11", 551, 69.62, 2.04
24998, 1455712872, "2016/2/17 12:41:12", 551, 70.20, 2.04
25999, 1455712873, "2016/2/17 12:41:13", 551, 69.62, 2.04
26999, 1455712874, "2016/2/17 12:41:14", 551, 69.62, 2.04
27999, 1455712875, "2016/2/17 12:41:15", 552, 70.20, 2.04
28999, 1455712876, "2016/2/17 12:41:16", 552, 69.62, 2.04
30000, 1455712877, "2016/2/17 12:41:17", 552, 69.62, 2.04
30999, 1455712878, "2016/2/17 12:41:18", 552, 70.20, 2.04
32000, 1455712879, "2016/2/17 12:41:19", 552, 69.62, 2.04
32999, 1455712880, "2016/2/17 12:41:20", 552, 69.62, 2.04
33999, 1455712881, "2016/2/17 12:41:21", 552, 69.62, 2.04
34999, 1455712882, "2016/2/17 12:41:22", 552, 69.62, 2.04
35999, 1455712883, "2016/2/17 12:41:23", 552, 69.62, 2.04
37000, 1455712884, "2016/2/17 12:41:24", 552, 70.20, 2.04
37998, 1455712885, "2016/2/17 12:41:25", 553, 69.62, 2.04
39000, 1455712886, "2016/2/17 12:41:26", 552, 69.62, 2.04
39999, 1455712887, "2016/2/17 12:41:27", 553, 69.62, 2.04
40998, 1455712888, "2016/2/17 12:41:28", 553, 69.62, 2.04
41999, 1455712889, "2016/2/17 12:41:29", 553, 69.62, 2.04
42999, 1455712890, "2016/2/17 12:41:30", 553, 69.62, 2.04
43999, 1455712891, "2016/2/17 12:41:31", 553, 69.62, 2.04
44999, 1455712892, "2016/2/17 12:41:32", 553, 70.20, 2.04
46000, 1455712893, "2016/2/17 12:41:33", 553, 69.62, 2.04
46998, 1455712894, "2016/2/17 12:41:34", 553, 69.62, 2.04
48000, 1455712895, "2016/2/17 12:41:35", 553, 69.62, 2.04
48999, 1455712896, "2016/2/17 12:41:36", 553, 70.20, 2.04
49999, 1455712897, "2016/2/17 12:41:37", 553, 70.20, 2.04
50999, 1455712898, "2016/2/17 12:41:38", 553, 69.62, 2.04
51999, 1455712899, "2016/2/17 12:41:39", 553, 69.62, 2.03
52999, 1455712900, "2016/2/17 12:41:40", 554, 69.62, 2.04
