millis,stamp,datetime,light,temp,vcc
998, 1455711600, "2016/2/17 12:20:0", 582, 69.62, 1.94
1999, 1455711601, "2016/2/17 12:20:1", 582, 69.04, 1.94
2999, 1455711602, "2016/2/17 12:20:2", 582, 69.62, 1.94
3999, 1455711603, "2016/2/17 12:20:3", 582, 69.62, 1.94
4999, 1455711604, "2016/2/17 12:20:4", 582, 69.62, 1.94
5999, 1455711605, "2016/2/17 12:20:5", 582, 69.04, 1.94
6999, 1455711606, "2016/2/17 12:20:6", 582, 69.04, 1.94
7999, 1455711607, "2016/2/17 12:20:7", 582, 69.62, 1.94
8999, 1455711608, "2016/2/17 12:20:8", 581, 69.04, 1.94
9999, 1455711609, "2016/2/17 12:20:9", 581, 69.62, 1.94
10999, 1455711610, "2016/2/17 12:20:10", 581, 69.04, 1.94
11999, 1455711611, "2016/2/17 12:20:11", 581, 69.62, 1.94
12998, 1455711612, "2016/2/17 12:20:12", 581, 69.62, 1.94
14000, 1455711613, "2016/2/17 12:20:13", 581, 69.62, 1.94
14999, 1455711614, "2016/2/17 12:20:14", 581, 69.04, 1.94
15998, 1455711615, "2016/2/17 12:20:15", 582, 70.20, 1.94
16999, 1455711616, "2016/2/17 12:20:16", 582, 69.62, 1.94
17999, 1455711617, "2016/2/17 12:20:17", 582, 69.62, 1.94
18999, 1455711618, "2016/2/17 12:20:18", 582, 69.62, 1.93
19998, 1455711619, "2016/2/17 12:20:19", 583, 69.62, 1.93
21000, 1455711620, "2016/2/17 12:20:20", 583, 69.62, 1.93
21999, 1455711621, "2016/2/17 12:20:21", 583, 69.62, 1.93
23000, 1455711622, "2016/2/17 12:20:22", 582, 69.62, 1.94
23999, 1455711623, "2016/2/17 12:20:23", 582, 69.62, 1.94
24999, 1455711624, "2016/2/17 12:20:24", 580, 69.04, 1.94
25999, 1455711625, "2016/2/17 12:20:25", 579, 68.46, 1.95
26999, 1455711626, "2016/2/17 12:20:26", 579, 69.04, 1.95
27999, 1455711627, "2016/2/17 12:20:27", 579, 69.04, 1.95
28999, 1455711628, "2016/2/17 12:20:28", 579, 69.62, 1.95
30000, 1455711629, "2016/2/17 12:20:29", 579, 69.04, 1.95
30999, 1455711630, "2016/2/17 12:20:30", 579, 69.04, 1.95
31998, 1455711631, "2016/2/17 12:20:31", 579, 69.04, 1.95
32999, 1455711632, "2016/2/17 12:20:32", 579, 69.62, 1.95
33999, 1455711633, "2016/2/17 12:20:33", 579, 69.04, 1.95
34999, 1455711634, "2016/2/17 12:20:34", 579, 69.04, 1.95
35999, 1455711635, "2016/2/17 12:20:35", 579, 69.04, 1.95
36999, 1455711636, "2016/2/17 12:20:36", 579, 69.62, 1.95
37999, 1455711637, "2016/2/17 12:20:37", 579, 69.04, 1.95
39000, 1455711638, "2016/2/17 12:20:38", 579, 69.62, 1.95
39999, 1455711639, "2016/2/17 12:20:39", 579, 69.04, 1.95
40999, 1455711640, "2016/2/17 12:20:40", 579, 69.04, 1.95
41999, 1455711641, "2016/2/17 12:20:41", 579, 69.62, 1.95
42999, 1455711642, "2016/2/17 12:20:42", 579, 69.04, 1.95
43999, 1455711643, "2016/2/17 12:20:43", 579, 69.62, 1.95
44999, 1455711644, "2016/2/17 12:20:44", 578, 69.04, 1.95
