millis,stamp,datetime,light,temp,vcc
999, 1455710271, "2016/2/17 11:57:51", 585, 69.62, 1.93
1999, 1455710272, "2016/2/17 11:57:52", 585, 69.62, 1.93
2998, 1455710273, "2016/2/17 11:57:53", 585, 69.62, 1.93
3998, 1455710274, "2016/2/17 11:57:54", 587, 69.62, 1.92
5000, 1455710275, "2016/2/17 11:57:55", 587, 69.62, 1.92
5999, 1455710276, "2016/2/17 11:57:56", 587, 69.62, 1.92
6999, 1455710277, "2016/2/17 11:57:57", 587, 69.62, 1.92
7999, 1455710278, "2016/2/17 11:57:58", 587, 69.62, 1.92
8998, 1455710279, "2016/2/17 11:57:59", 587, 70.20, 1.92
9999, 1455710280, "2016/2/17 11:58:0", 587, 69.62, 1.92
10998, 1455710281, "2016/2/17 11:58:1", 587, 69.62, 1.92
11998, 1455710282, "2016/2/17 11:58:2", 587, 69.62, 1.92
12999, 1455710283, "2016/2/17 11:58:3", 587, 69.62, 1.92
14000, 1455710284, "2016/2/17 11:58:4", 587, 69.62, 1.92
14999, 1455710285, "2016/2/17 11:58:5", 587, 69.62, 1.92
15998, 1455710286, "2016/2/17 11:58:6", 587, 69.62, 1.92
16999, 1455710287, "2016/2/17 11:58:7", 589, 70.20, 1.91
17998, 1455710288, "2016/2/17 11:58:8", 589, 70.20, 1.91
18999, 1455710289, "2016/2/17 11:58:9", 589, 69.62, 1.91
19999, 1455710290, "2016/2/17 11:58:10", 590, 69.62, 1.91
21000, 1455710291, "2016/2/17 11:58:11", 589, 69.62, 1.91
21999, 1455710292, "2016/2/17 11:58:12", 590, 69.62, 1.91
23000, 1455710293, "2016/2/17 11:58:13", 588, 69.62, 1.92
23999, 1455710294, "2016/2/17 11:58:14", 588, 69.62, 1.92
24999, 1455710295, "2016/2/17 11:58:15", 588, 70.20, 1.92
25999, 1455710296, "2016/2/17 11:58:16", 583, 69.04, 1.93
26999, 1455710297, "2016/2/17 11:58:17", 586, 70.20, 1.92
27999, 1455710298, "2016/2/17 11:58:18", 580, 68.46, 1.94
28999, 1455710299, "2016/2/17 11:58:19", 578, 64.40, 1.95
29999, 1455710300, "2016/2/17 11:58:20", 579, 65.56, 1.95
30999, 1455710301, "2016/2/17 11:58:21", 579, 65.56, 1.95
32000, 1455710302, "2016/2/17 11:58:22", 579, 64.98, 1.95
32999, 1455710303, "2016/2/17 11:58:23", 579, 65.56, 1.95
33999, 1455710304, "2016/2/17 11:58:24", 579, 65.56, 1.95
34999, 1455710305, "2016/2/17 11:58:25", 579, 64.98, 1.95
35999, 1455710306, "2016/2/17 11:58:26", 579, 64.40, 1.95
37000, 1455710307, "2016/2/17 11:58:27", 579, 64.98, 1.95
37999, 1455710308, "2016/2/17 11:58:28", 579, 64.40, 1.95
39000, 1455710309, "2016/2/17 11:58:29", 579, 64.98, 1.95
39999, 1455710310, "2016/2/17 11:58:30", 579, 65.56, 1.95
40998, 1455710311, "2016/2/17 11:58:31", 579, 65.56, 1.95
41999, 1455710312, "2016/2/17 11:58:32", 579, 64.98, 1.95
42999, 1455710313, "2016/2/17 11:58:33", 579, 64.98, 1.95
43998, 1455710314, "2016/2/17 11:58:34", 579, 64.98, 1.95
44999, 1455710315, "2016/2/17 11:58:35", 579, 64.98, 1.95
46000, 1455710316, "2016/2/17 11:58:36", 579, 64.98, 1.95
46999, 1455710317, "2016/2/17 11:58:37", 579, 64.98, 1.95
48000, 1455710318, "2016/2/17 11:58:38", 579, 65.56, 1.95
48999, 1455710319, "2016/2/17 11:58:39", 579, 65.56, 1.95
49999, 1455710320, "2016/2/17 11:58:40", 579, 64.98, 1.95
50999, 1455710321, "2016/2/17 11:58:41", 579, 65.56, 1.95
51998, 1455710322, "2016/2/17 11:58:42", 579, 65.56, 1.95
52999, 1455710323, "2016/2/17 11:58:43", 579, 65.56, 1.95
53999, 1455710324, "2016/2/17 11:58:44", 579, 65.56, 1.95
54999, 1455710325, "2016/2/17 11:58:45", 579, 65.56, 1.95
55999, 1455710326, "2016/2/17 11:58:46", 579, 65.56, 1.95
56999, 1455710327, "2016/2/17 11:58:47", 579, 65.56, 1.95
57999, 1455710328, "2016/2/17 11:58:48", 579, 65.56, 1.95
58999, 1455710329, "2016/2/17 11:58:49", 579, 65.56, 1.95
59999, 1455710330, "2016/2/17 11:58:50", 579, 65.56, 1.95
60998, 1455710331, "2016/2/17 11:58:51", 579, 64.98, 1.95
61999, 1455710332, "2016/2/17 11:58:52", 579, 65.56, 1.95
62999, 1455710333, "2016/2/17 11:58:53", 579, 65.56, 1.95
63998, 1455710334, "2016/2/17 11:58:54", 579, 64.98, 1.95
64999, 1455710335, "2016/2/17 11:58:55", 579, 66.14, 1.95
65999, 1455710336, "2016/2/17 11:58:56", 579, 64.98, 1.95
66999, 1455710337, "2016/2/17 11:58:57", 579, 64.98, 1.95
67999, 1455710338, "2016/2/17 11:58:58", 579, 64.98, 1.95
68999, 1455710339, "2016/2/17 11:58:59", 579, 64.40, 1.95
69998, 1455710340, "2016/2/17 11:59:0", 579, 66.14, 1.95
70999, 1455710341, "2016/2/17 11:59:1", 579, 64.40, 1.95
72000, 1455710342, "2016/2/17 11:59:2", 579, 64.98, 1.95
72999, 1455710343, "2016/2/17 11:59:3", 579, 65.56, 1.95
73999, 1455710344, "2016/2/17 11:59:4", 579, 64.98, 1.95
74998, 1455710345, "2016/2/17 11:59:5", 579, 64.98, 1.95
