millis,stamp,datetime,light,temp,vcc
998,1455714231," ""2016/2/17 13:3:51""",646,20.9,1.74
1999,1455714232," ""2016/2/17 13:3:52""",646,20.9,1.74
2999,1455714233," ""2016/2/17 13:3:53""",643,21.22,1.75
3998,1455714234," ""2016/2/17 13:3:54""",636,21.54,1.77
4999,1455714235," ""2016/2/17 13:3:55""",635,21.54,1.77
5998,1455714236," ""2016/2/17 13:3:56""",639,21.22,1.76
7000,1455714237," ""2016/2/17 13:3:57""",643,20.58,1.75
8000,1455714238," ""2016/2/17 13:3:58""",644,20.58,1.75
8998,1455714239," ""2016/2/17 13:3:59""",644,20.9,1.75
9999,1455714240," ""2016/2/17 13:4:0""",645,20.9,1.75
10998,1455714241," ""2016/2/17 13:4:1""",646,20.58,1.74
11999,1455714242," ""2016/2/17 13:4:2""",646,20.9,1.74
12999,1455714243," ""2016/2/17 13:4:3""",648,20.9,1.74
13999,1455714244," ""2016/2/17 13:4:4""",645,20.58,1.75
14999,1455714245," ""2016/2/17 13:4:5""",647,20.58,1.74
16000,1455714246," ""2016/2/17 13:4:6""",648,20.58,1.74
16999,1455714247," ""2016/2/17 13:4:7""",649,20.58,1.73
17999,1455714248," ""2016/2/17 13:4:8""",651,20.58,1.73
18999,1455714249," ""2016/2/17 13:4:9""",647,20.9,1.74
19999,1455714250," ""2016/2/17 13:4:10""",647,21.22,1.74
21000,1455714251," ""2016/2/17 13:4:11""",646,20.9,1.74
21999,1455714252," ""2016/2/17 13:4:12""",646,21.22,1.74
23000,1455714253," ""2016/2/17 13:4:13""",646,20.9,1.74
23999,1455714254," ""2016/2/17 13:4:14""",646,20.9,1.74
24999,1455714255," ""2016/2/17 13:4:15""",646,21.22,1.74
25999,1455714256," ""2016/2/17 13:4:16""",646,21.22,1.74
26998,1455714257," ""2016/2/17 13:4:17""",646,21.22,1.74
27999,1455714258," ""2016/2/17 13:4:18""",647,20.9,1.74
28999,1455714259," ""2016/2/17 13:4:19""",647,20.9,1.74
30000,1455714260," ""2016/2/17 13:4:20""",647,20.9,1.74
30999,1455714261," ""2016/2/17 13:4:21""",647,20.9,1.74
32000,1455714262," ""2016/2/17 13:4:22""",647,21.22,1.74
32999,1455714263," ""2016/2/17 13:4:23""",647,20.9,1.74
33999,1455714264," ""2016/2/17 13:4:24""",648,20.9,1.74
34999,1455714265," ""2016/2/17 13:4:25""",648,21.22,1.74
35999,1455714266," ""2016/2/17 13:4:26""",648,20.9,1.74
36999,1455714267," ""2016/2/17 13:4:27""",647,20.9,1.74
37999,1455714268," ""2016/2/17 13:4:28""",647,20.9,1.74
39000,1455714269," ""2016/2/17 13:4:29""",648,20.9,1.74
39999,1455714270," ""2016/2/17 13:4:30""",647,20.9,1.74
40999,1455714271," ""2016/2/17 13:4:31""",649,20.9,1.74
41999,1455714272," ""2016/2/17 13:4:32""",646,20.58,1.74
42999,1455714273," ""2016/2/17 13:4:33""",642,21.22,1.75
43999,1455714274," ""2016/2/17 13:4:34""",634,21.22,1.78
44999,1455714275," ""2016/2/17 13:4:35""",634,21.22,1.78
46000,1455714276," ""2016/2/17 13:4:36""",648,20.9,1.74
46999,1455714277," ""2016/2/17 13:4:37""",647,20.9,1.74
48000,1455714278," ""2016/2/17 13:4:38""",648,20.58,1.74
48999,1455714279," ""2016/2/17 13:4:39""",646,20.9,1.74
49999,1455714280," ""2016/2/17 13:4:40""",648,20.9,1.74
50999,1455714281," ""2016/2/17 13:4:41""",647,20.58,1.74
51998,1455714282," ""2016/2/17 13:4:42""",647,20.9,1.74
53000,1455714283," ""2016/2/17 13:4:43""",648,20.9,1.74
53999,1455714284," ""2016/2/17 13:4:44""",647,20.9,1.74
55000,1455714285," ""2016/2/17 13:4:45""",647,20.9,1.74
55999,1455714286," ""2016/2/17 13:4:46""",650,20.9,1.73
56999,1455714287," ""2016/2/17 13:4:47""",650,20.9,1.73
57999,1455714288," ""2016/2/17 13:4:48""",649,20.58,1.74
58999,1455714289," ""2016/2/17 13:4:49""",648,20.9,1.74
59999,1455714290," ""2016/2/17 13:4:50""",648,20.9,1.74
60999,1455714291," ""2016/2/17 13:4:51""",649,20.9,1.74
62000,1455714292," ""2016/2/17 13:4:52""",634,21.22,1.78
62999,1455714293," ""2016/2/17 13:4:53""",631,21.22,1.79
64000,1455714294," ""2016/2/17 13:4:54""",626,21.22,1.8
64999,1455714295," ""2016/2/17 13:4:55""",646,21.22,1.74
65999,1455714296," ""2016/2/17 13:4:56""",647,20.58,1.74
66999,1455714297," ""2016/2/17 13:4:57""",648,20.9,1.74
67999,1455714298," ""2016/2/17 13:4:58""",649,20.58,1.73
68999,1455714299," ""2016/2/17 13:4:59""",647,20.9,1.74
69999,1455714300," ""2016/2/17 13:5:0""",647,20.9,1.74
71000,1455714301," ""2016/2/17 13:5:1""",647,20.9,1.74
71999,1455714302," ""2016/2/17 13:5:2""",647,20.9,1.74
72998,1455714303," ""2016/2/17 13:5:3""",648,20.9,1.74
73998,1455714304," ""2016/2/17 13:5:4""",648,20.9,1.74
74999,1455714305," ""2016/2/17 13:5:5""",649,20.9,1.74
75999,1455714306," ""2016/2/17 13:5:6""",649,20.9,1.73
76999,1455714307," ""2016/2/17 13:5:7""",649,20.58,1.74
77999,1455714308," ""2016/2/17 13:5:8""",650,20.58,1.74
78998,1455714309," ""2016/2/17 13:5:9""",650,20.9,1.73
80000,1455714310," ""2016/2/17 13:5:10""",650,20.58,1.73
